AN_BASE;NM_GRANDE_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;NM_SUBAREA_CONHECIMENTO;NM_ESPECIALIDADE;CD_AREA_AVALIACAO;NM_AREA_AVALIACAO;CD_ENTIDADE_CAPES;CD_ENTIDADE_EMEC;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;CS_STATUS_JURIDICO;DS_DEPENDENCIA_ADMINISTRATIVA;DS_ORGANIZACAO_ACADEMICA;NM_REGIAO;NM_MUNICIPIO_PROGRAMA_IES;NM_MODALIDADE_PROGRAMA;CD_PROGRAMA_IES;NM_PROGRAMA_IES;NM_PROGRAMA_IDIOMA;SG_UF_PROGRAMA;NM_GRAU_PROGRAMA;CD_CONCEITO_PROGRAMA;ANO_INICIO_PROGRAMA;AN_INICIO_CURSO;IN_REDE;SG_ENTIDADE_ENSINO_REDE;DS_SITUACAO_PROGRAMA;DT_SITUACAO_PROGRAMA;ID_ADD_FOTO_PROGRAMA_IES;ID_ADD_FOTO_PROGRAMA;DS_CLIENTELA_QUADRIENAL_2017
2016;CIÊNCIAS HUMANAS;PSICOLOGIA;NÃO SE APLICA;NÃO SE APLICA;37;PSICOLOGIA;31002013;574;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SEROPÉDICA;ACADÊMICO;31002013027P0;PSICOLOGIA;PSYCHOLOGY;RJ;MESTRADO;3;2012;2012;NÃO;NA;EM FUNCIONAMENTO;12MAR2013:00:00:00;124035;59915;AVALIAÇÃO
2016;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA/TECNOLOGIA/GESTÃO;NÃO SE APLICA;45;INTERDISCIPLINAR;31002013;574;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SEROPÉDICA;ACADÊMICO;31002013028P6;MODELAGEM MATEMÁTICA E COMPUTACIONAL;MATHEMATICAL MODELLING AND COMPUTATION;RJ;MESTRADO;4;2012;2012;NÃO;NA;EM FUNCIONAMENTO;11MAR2014:00:00:00;121066;57154;AVALIAÇÃO
2016;CIÊNCIAS BIOLÓGICAS;FISIOLOGIA;NÃO SE APLICA;NÃO SE APLICA;8;CIÊNCIAS BIOLÓGICAS II;31002013;574;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SEROPÉDICA;ACADÊMICO;31002013029P2;CIÊNCIAS FISIOLÓGICAS;GRADUATE PROGRAM IN PHYSIOLOGYICAL SCIENCES;RJ;MESTRADO/DOUTORADO;4;2013;2013/2015;NÃO;NA;EM FUNCIONAMENTO;12MAR2013:00:00:00;124819;60512;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;31002013;574;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SEROPÉDICA;ACADÊMICO;31002013030P0;ADMINISTRAÇÃO;MASTER IN ADMINISTRATION;RJ;MESTRADO;3;2014;2014;NÃO;NA;EM FUNCIONAMENTO;27FEB2014:00:00:00;123716;59607;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;FILOSOFIA;NÃO SE APLICA;NÃO SE APLICA;33;FILOSOFIA;31002013;574;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SEROPÉDICA;ACADÊMICO;31002013031P7;FILOSOFIA;POSTGRADUATE PHILOSOPHY;RJ;MESTRADO;3;2014;2014;NÃO;NA;EM FUNCIONAMENTO;15FEB2014:00:00:00;124073;59964;AVALIAÇÃO
2016;CIÊNCIAS AGRÁRIAS;ENGENHARIA AGRÍCOLA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;31002013;574;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SEROPÉDICA;ACADÊMICO;31002013032P3;ENGENHARIA AGRÍCOLA E AMBIENTAL;AGRICULTURAL AND ENVIRONMENTAL ENGINEERING;RJ;MESTRADO;3;2014;2014;NÃO;NA;EM FUNCIONAMENTO;11MAR2014:00:00:00;123990;59870;AVALIAÇÃO
2016;MULTIDISCIPLINAR;ENSINO;NÃO SE APLICA;NÃO SE APLICA;46;ENSINO;31002013;574;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SEROPÉDICA;PROFISSIONAL;31002013156P4;EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICA;EDUCATION IN SCIENCE AND MATHEMATICS;RJ;MESTRADO PROFISSIONAL;3;2015;2015;NÃO;NA;EM FUNCIONAMENTO;11MAY2015:00:00:00;124002;59902;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;GEOGRAFIA;NÃO SE APLICA;NÃO SE APLICA;36;GEOGRAFIA;31002013;574;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SEROPÉDICA;ACADÊMICO;31002013157P0;GEOGRAFIA;SPACE, ENVIRONMENTAL QUESTIONS AND FORMATION IN GEOGRAPHY;RJ;MESTRADO;3;2015;2015;NÃO;NA;EM FUNCIONAMENTO;18JUN2015:00:00:00;121696;57762;ACOMPANHAMENTO
2016;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010001P0;EDUCAÇÃO;EDUCATION;RJ;MESTRADO/DOUTORADO;5;1971;1971/1995;NÃO;NA;EM FUNCIONAMENTO;13JUN2013:00:00:00;122393;58404;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;FÍSICA;NÃO SE APLICA;NÃO SE APLICA;3;ASTRONOMIA / FÍSICA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010002P7;FÍSICA;GRADUATE PROGRAM IN PHYISCS;RJ;MESTRADO/DOUTORADO;6;1977;1977/1985;NÃO;NA;EM FUNCIONAMENTO;23NOV2010:00:00:00;120983;57051;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;MATEMÁTICA;MATEMÁTICA APLICADA;NÃO SE APLICA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010003P3;MATEMÁTICA;MATHEMATICS;RJ;MESTRADO/DOUTORADO;5;1969;1969/2008;NÃO;NA;EM FUNCIONAMENTO;21AUG2013:00:00:00;122615;58596;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;GEOLOGIA;GEOQUÍMICA;5;GEOCIÊNCIAS;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010004P0;GEOCIÊNCIAS (GEOQUÍMICA);GEOSCIENCES (GEOCHEMISTRY);RJ;MESTRADO/DOUTORADO;6;1972;1972/1991;NÃO;NA;EM FUNCIONAMENTO;06JUL2012:00:00:00;124478;60252;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;HISTÓRIA;NÃO SE APLICA;NÃO SE APLICA;40;HISTÓRIA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010005P6;HISTÓRIA;HISTORY GRADUATION PROGRAM - MASTER DEGREE AND PHD DEGREE;RJ;MESTRADO/DOUTORADO;7;1971;1971/1985;NÃO;NA;EM FUNCIONAMENTO;10JUN2013:00:00:00;121942;57974;AVALIAÇÃO
2016;ENGENHARIAS;ENGENHARIA CIVIL;NÃO SE APLICA;NÃO SE APLICA;10;ENGENHARIAS I;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010006P2;ENGENHARIA CIVIL;GRADUATE PROGRAM IN CIVIL ENGINEERING;RJ;MESTRADO/DOUTORADO;3;1972;1972/2002;NÃO;NA;EM FUNCIONAMENTO;10JUN2013:00:00:00;123347;59301;AVALIAÇÃO
2016;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;NÃO SE APLICA;NÃO SE APLICA;24;MEDICINA VETERINÁRIA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010015P1;MEDIC.VETERIN.(HIG.VETER.PROC.TECN.PROD.ORIG.ANIMAL);VETERINARY MEDICINE (VETERINARY HYGIENE AND PROCESSING TECHNOLOGY OF ANIMAL PRODUCTS);RJ;MESTRADO/DOUTORADO;4;1974;1974/2001;NÃO;NA;EM FUNCIONAMENTO;19SEP2012:00:00:00;123138;59088;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;MEDICINA;ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;NÃO SE APLICA;16;MEDICINA II;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010017P4;PATOLOGIA;GRADUATE PROGRAM IN PATHOLOGY;RJ;MESTRADO/DOUTORADO;4;1980;1980/1984;NÃO;NA;EM FUNCIONAMENTO;05OCT2012:00:00:00;122504;58508;AVALIAÇÃO
2016;ENGENHARIAS;ENGENHARIA DE PRODUÇÃO;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010019P7;ENGENHARIA DE PRODUÇÃO;PRODUCTION ENGINEERING;RJ;MESTRADO/DOUTORADO;4;1972;1972/2006;NÃO;NA;EM FUNCIONAMENTO;07AUG2010:00:00:00;123509;59442;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;MEDICINA;CLÍNICA MÉDICA;CARDIOLOGIA;15;MEDICINA I;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010021P1;CIÊNCIAS CARDIOVASCULARES;POSTGRADUATE CARDIOVASCULAR SCIENCES COURSE;RJ;MESTRADO/DOUTORADO;4;1985;1985/2009;NÃO;NA;EM FUNCIONAMENTO;10JUN2013:00:00:00;122719;58696;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;ECONOMIA;TEORIA ECONÔMICA;NÃO SE APLICA;28;ECONOMIA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010022P8;ECONOMIA;GRADUATE PROGRAMME IN ECONOMICS;RJ;MESTRADO/DOUTORADO;5;1987;1987/2002;NÃO;NA;EM FUNCIONAMENTO;01JUN2010:00:00:00;122830;58824;AVALIAÇÃO
2016;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;NÃO SE APLICA;NÃO SE APLICA;24;MEDICINA VETERINÁRIA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;RIO DE JANEIRO;ACADÊMICO;31003010024P0;MEDICINA VETERINÁRIA ( CLÍNICA E REPRODUÇÃO ANIMAL);VETERINARY (CLINICAL AND ANIMAL REPRODUCTION);RJ;MESTRADO/DOUTORADO;5;1987;1987/2006;NÃO;NA;EM FUNCIONAMENTO;07AUG2010:00:00:00;124069;59940;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;MEDICINA;CLÍNICA MÉDICA;NEUROLOGIA;16;MEDICINA II;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010025P7;MEDICINA (NEUROLOGIA);NEUROLOGY AND NEUROSCIENCE POST-GRADUATE PROGRAM;RJ;MESTRADO/DOUTORADO;4;1989;1989/1994;NÃO;NA;EM FUNCIONAMENTO;07AUG2010:00:00:00;122953;58946;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;NÃO SE APLICA;NÃO SE APLICA;4;QUÍMICA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010027P0;QUÍMICA;GRADUATE PROGRAM IN CHEMISTRY OF FLUMINENSE FEDERAL UNIVERSITY;RJ;MESTRADO/DOUTORADO;5;1991;1991/1999;NÃO;NA;EM FUNCIONAMENTO;10JAN2014:00:00:00;123412;59338;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;NÃO SE APLICA;NÃO SE APLICA;5;GEOCIÊNCIAS;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010029P2;DINÂMICA DOS OCEANOS E DA TERRA;OCEAN AND EARTH DYNAMICS;RJ;MESTRADO/DOUTORADO;4;1991;1991/2000;NÃO;NA;EM FUNCIONAMENTO;15MAR2013:00:00:00;121676;57722;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;ANTROPOLOGIA;NÃO SE APLICA;NÃO SE APLICA;35;ANTROPOLOGIA / ARQUEOLOGIA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010031P7;ANTROPOLOGIA;ANTHROPOLOGY;RJ;MESTRADO/DOUTORADO;5;1994;1994/2002;NÃO;NA;EM FUNCIONAMENTO;29JAN2013:00:00:00;122726;58723;AVALIAÇÃO
2016;ENGENHARIAS;ENGENHARIA DE MATERIAIS E METALÚRGICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;VOLTA REDONDA;ACADÊMICO;31003010032P3;ENGENHARIA METALÚRGICA;GRADUATE PROGRAM IN METALLURGICAL ENGINEERING;RJ;MESTRADO/DOUTORADO;4;1994;1994/2000;NÃO;NA;EM FUNCIONAMENTO;15MAR2013:00:00:00;122798;58775;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;CIÊNCIA POLÍTICA;NÃO SE APLICA;NÃO SE APLICA;39;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010033P0;CIÊNCIA POLÍTICA;GRADUATE PROGRAM IN POLITICAL SCIENCE;RJ;MESTRADO/DOUTORADO;4;1994;1994/2006;NÃO;NA;EM FUNCIONAMENTO;07AUG2010:00:00:00;122257;58283;AVALIAÇÃO
2016;ENGENHARIAS;ENGENHARIA MECÂNICA;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010036P9;ENGENHARIA MECÂNICA;PROGARMA FRANCISCO EDUARDO MOURÃO SABOYA DE PÓS-GRADUAÇÃO EM ENGENHARIA MECÂNICA;RJ;MESTRADO/DOUTORADO;5;1995;1995/2005;NÃO;NA;EM FUNCIONAMENTO;01JUN2010:00:00:00;122251;58259;AVALIAÇÃO
2016;LINGÜÍSTICA, LETRAS E ARTES;ARTES;NÃO SE APLICA;NÃO SE APLICA;11;ARTES / MÚSICA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010038P1;ESTUDOS CONTEMPORANEOS DAS ARTES;CONTEMPORARY STUDIES OF THE ARTS;RJ;MESTRADO;3;1995;1995;NÃO;NA;EM FUNCIONAMENTO;01JUN2010:00:00:00;124348;60161;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;OCEANOGRAFIA;OCEANOGRAFIA BIOLÓGICA;NÃO SE APLICA;7;BIODIVERSIDADE;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010039P8;BIOLOGIA MARINHA E AMBIENTES COSTEIROS;MARINE BIOLOGY AND COASTAL ENVIRONMENTS;RJ;MESTRADO/DOUTORADO;4;1996;1996/2002;NÃO;NA;EM FUNCIONAMENTO;01JUN2010:00:00:00;122573;58557;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;COMUNICAÇÃO;NÃO SE APLICA;NÃO SE APLICA;31;COMUNICAÇÃO E INFORMAÇÃO;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010040P6;COMUNICAÇÃO;COMMUNICATIONS;RJ;MESTRADO/DOUTORADO;5;1997;1997/2002;NÃO;NA;EM FUNCIONAMENTO;23OCT2013:00:00:00;122464;58468;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;GEOGRAFIA;NÃO SE APLICA;NÃO SE APLICA;36;GEOGRAFIA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010041P2;GEOGRAFIA;PHD PROGRAM IN GEOGRAPHY;RJ;MESTRADO/DOUTORADO;6;1999;1999/2002;NÃO;NA;EM FUNCIONAMENTO;01JUN2010:00:00:00;122745;58748;AVALIAÇÃO
2016;CIÊNCIAS BIOLÓGICAS;FISIOLOGIA;NÃO SE APLICA;NÃO SE APLICA;8;CIÊNCIAS BIOLÓGICAS II;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010042P9;NEUROIMUNOLOGIA;NEUROSCIENCES;RJ;MESTRADO/DOUTORADO;4;1998;1998/2003;NÃO;NA;EM FUNCIONAMENTO;01JUN2010:00:00:00;121778;57815;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;PSICOLOGIA;NÃO SE APLICA;NÃO SE APLICA;37;PSICOLOGIA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010043P5;PSICOLOGIA;PSYCHOLOGY;RJ;MESTRADO/DOUTORADO;4;1999;1999/2008;NÃO;NA;EM FUNCIONAMENTO;15MAR2013:00:00:00;122568;58552;AVALIAÇÃO
2016;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010044P1;SOCIOLOGIA E DIREITO;POSTGRADUATE PROGRAM IN SOCIOLOGY AND LAW;RJ;MESTRADO/DOUTORADO;4;1999;1999/2009;NÃO;NA;EM FUNCIONAMENTO;01JUN2010:00:00:00;123960;59833;AVALIAÇÃO
2016;ENGENHARIAS;ENGENHARIA DE PRODUÇÃO;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;PROFISSIONAL;31003010045P8;SISTEMAS DE GESTÃO;MANAGEMENT SYSTEMS;RJ;MESTRADO PROFISSIONAL;4;2000;2000;NÃO;NA;EM FUNCIONAMENTO;01JUN2010:00:00:00;122587;58588;AVALIAÇÃO
2016;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;NÃO SE APLICA;NÃO SE APLICA;2;CIÊNCIA DA COMPUTAÇÃO;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010046P4;COMPUTAÇÃO;COMPUTING;RJ;MESTRADO/DOUTORADO;5;1995;1995/2002;NÃO;NA;EM FUNCIONAMENTO;09JUL2013:00:00:00;121959;57990;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;MEDICINA;NÃO SE APLICA;NÃO SE APLICA;15;MEDICINA I;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010048P7;CIÊNCIAS MÉDICAS;POSTGRADUATE PROGRAM OF MEDICAL SCIENCES;RJ;MESTRADO/DOUTORADO;4;2002;2002/2009;NÃO;NA;EM FUNCIONAMENTO;07AUG2010:00:00:00;121411;57507;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;SERVIÇO SOCIAL;NÃO SE APLICA;NÃO SE APLICA;32;SERVIÇO SOCIAL;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010049P3;POLÍTICA SOCIAL;SOCIAL POLICY;RJ;MESTRADO/DOUTORADO;4;2002;2002/2009;NÃO;NA;EM FUNCIONAMENTO;20AUG2013:00:00:00;124041;59941;AVALIAÇÃO
2016;CIÊNCIAS SOCIAIS APLICADAS;ARQUITETURA E URBANISMO;NÃO SE APLICA;NÃO SE APLICA;29;ARQUITETURA, URBANISMO E DESIGN;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010052P4;ARQUITETURA E URBANISMO;ARCHITECTURE AND URBANISM;RJ;MESTRADO/DOUTORADO;4;2002;2002/2012;NÃO;NA;EM FUNCIONAMENTO;20AUG2013:00:00:00;123254;59199;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;NÃO SE APLICA;NÃO SE APLICA;18;ODONTOLOGIA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010053P0;ODONTOLOGIA;GRADUATE PROGRAM IN DENTISTRY;RJ;MESTRADO/DOUTORADO;4;2002;2002/2011;NÃO;NA;EM FUNCIONAMENTO;25FEB2014:00:00:00;122572;58556;AVALIAÇÃO
2016;ENGENHARIAS;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010054P7;PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA E DE TELECOMUNICAÇÕES;GRADUATE PROGRAM IN ELETRICAL AND TELECOMMUNICATIONS ENGINEERING;RJ;MESTRADO;3;2001;2001;NÃO;NA;EM FUNCIONAMENTO;15MAR2013:00:00:00;122506;58510;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;PROFISSIONAL;31003010055P3;ENFERMAGEM;PROFESSIONAL MASTER'S DEGREE IN NURSING CARE;RJ;MESTRADO PROFISSIONAL;3;2002;2002;NÃO;NA;EM FUNCIONAMENTO;23AUG2013:00:00:00;123755;59648;AVALIAÇÃO
2016;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;NÃO SE APLICA;NÃO SE APLICA;49;CIÊNCIAS AMBIENTAIS;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;PROFISSIONAL;31003010057P6;DEFESA E SEGURANÇA CIVIL;MASTER OF CIVIL DEFENSE AND SECURITY;RJ;MESTRADO PROFISSIONAL;3;2007;2007;NÃO;NA;EM FUNCIONAMENTO;15MAR2013:00:00:00;122723;58700;AVALIAÇÃO
2016;CIÊNCIAS BIOLÓGICAS;MICROBIOLOGIA;MICROBIOLOGIA APLICADA;NÃO SE APLICA;9;CIÊNCIAS BIOLÓGICAS III;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010058P2;MICROBIOLOGIA E PARASITOLOGIA APLICADAS;APPLIED MICROBIOLOGY AND PARASITOLOGY;RJ;MESTRADO/DOUTORADO;4;2007;2007/2015;NÃO;NA;EM FUNCIONAMENTO;07AUG2010:00:00:00;122380;58391;AVALIAÇÃO
2016;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;NÃO SE APLICA;NÃO SE APLICA;22;SAÚDE COLETIVA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010061P3;SAÚDE COLETIVA;COLLECTIVE HALTH PROGRAM;RJ;MESTRADO;3;2008;2008;NÃO;NA;EM FUNCIONAMENTO;09MAY2013:00:00:00;122847;58846;AVALIAÇÃO
2016;CIÊNCIAS HUMANAS;CIÊNCIA POLÍTICA;ESTADO E GOVERNO;NÃO SE APLICA;39;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;NITERÓI;ACADÊMICO;31003010062P0;ESTUDOS ESTRATÉGICOS DA DEFESA E DA SEGURANÇA;STRATEGIC STUDIES AND DEFENSE GRADUATE PROGRAMME;RJ;MESTRADO;3;2008;2008;NÃO;NA;EM FUNCIONAMENTO;07AUG2010:00:00:00;122451;58452;AVALIAÇÃO
